p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	threshold
RNU12	2.27164422247946e-10	1.95138149197705	0.057	0.016	4.09213990237449e-06	Myeloid cell	RNU12	Up
CELF2	2.37045690157423e-10	-0.345233746179343	0.349	0.44	4.27014106249581e-06	Myeloid cell	CELF2	Down
SPC24	2.37883474226503e-10	-1.47146659933177	0.017	0.045	4.28523290471623e-06	Myeloid cell	SPC24	Down
BCL6	2.40338493738413e-10	0.907734154597064	0.168	0.101	4.32945762620377e-06	Myeloid cell	BCL6	Up
SMC4	2.41364767276731e-10	-0.608859221895973	0.201	0.275	4.34794491772304e-06	Myeloid cell	SMC4	Down
MCOLN2	2.4822490444353e-10	-2.82314203761318	0.001	0.013	4.47152342864574e-06	Myeloid cell	MCOLN2	Down
TPPP3	2.58575246154912e-10	5.6062647039008	0.028	0	4.65797448423458e-06	Myeloid cell	TPPP3	Up
P2RY2	2.68762679762825e-10	-1.09551430802631	0.027	0.062	4.84149091324753e-06	Myeloid cell	P2RY2	Down
NOM1	2.92108778510865e-10	-1.00613694552186	0.045	0.088	5.26204753609472e-06	Myeloid cell	NOM1	Down
HIST1H4E	2.92952548852257e-10	-1.13362360584943	0.029	0.065	5.27724721502456e-06	Myeloid cell	HIST1H4E	Down
CHMP5	3.03964384484412e-10	0.87711514177384	0.152	0.087	5.47561442210221e-06	Myeloid cell	CHMP5	Up
NUP107	3.06250088953706e-10	-0.934487013453727	0.043	0.085	5.51678910241207e-06	Myeloid cell	NUP107	Down
PADI2	3.20761346846743e-10	-1.23442740203092	0.026	0.06	5.77819490209723e-06	Myeloid cell	PADI2	Down
CBR1	3.25678323946577e-10	1.02524015270448	0.106	0.051	5.86676932757364e-06	Myeloid cell	CBR1	Up
TLN1	3.31935470218028e-10	0.399684416832214	0.616	0.556	5.97948556050756e-06	Myeloid cell	TLN1	Up
TMBIM4	3.42621392044143e-10	-0.416891277081542	0.284	0.37	6.17198175628319e-06	Myeloid cell	TMBIM4	Down
ATP1A1	3.47436030415641e-10	-0.550635182556355	0.153	0.224	6.25871265190736e-06	Myeloid cell	ATP1A1	Down
TXNDC12	3.50120583946556e-10	-0.62966230819197	0.137	0.203	6.30707219921325e-06	Myeloid cell	TXNDC12	Down
GPX4	3.55351216370172e-10	0.525419109030643	0.378	0.299	6.40129681169228e-06	Myeloid cell	GPX4	Up
MPV17L	3.59551281899231e-10	-1.78132186191855	0.01	0.032	6.47695679213275e-06	Myeloid cell	MPV17L	Down
CBWD2	3.64577462675785e-10	-0.777990001220805	0.063	0.112	6.5674984126416e-06	Myeloid cell	CBWD2	Down
MLC1	3.74714778450375e-10	-1.80166231020273	0.009	0.031	6.75011201900506e-06	Myeloid cell	MLC1	Down
TMEM170B	3.74721646760251e-10	-0.367745932211039	0.198	0.278	6.75023574473916e-06	Myeloid cell	TMEM170B	Down
IL1R2	3.86733356339809e-10	-0.90183092625849	0.033	0.071	6.96661468110533e-06	Myeloid cell	IL1R2	Down
ATP5J	3.91558993781393e-10	-0.346966581915482	0.323	0.414	7.05354371397802e-06	Myeloid cell	ATP5J	Down
AMOTL1	4.01096496173145e-10	-1.9810216973949	0.007	0.026	7.22535228206303e-06	Myeloid cell	AMOTL1	Down
ECT2	4.02145871128126e-10	-1.18041781732838	0.026	0.059	7.24425572250206e-06	Myeloid cell	ECT2	Down
CIRBP	4.17337614443444e-10	0.771890321725563	0.209	0.139	7.5179197865842e-06	Myeloid cell	CIRBP	Up
MIDN	4.37092255598626e-10	-0.457127896588662	0.149	0.221	7.87377989235364e-06	Myeloid cell	MIDN	Down
PTCH2	4.43558048787788e-10	1.60545077155713	0.067	0.023	7.99025469086321e-06	Myeloid cell	PTCH2	Up
SFXN1	4.5171552401012e-10	-1.03279354086127	0.039	0.079	8.13720344951829e-06	Myeloid cell	SFXN1	Down
TTF2	4.60947407360794e-10	-0.961881902070203	0.059	0.106	8.30350659619735e-06	Myeloid cell	TTF2	Down
VIM-AS1	4.98898697622622e-10	-1.30169598764196	0.021	0.051	8.98716113897392e-06	Myeloid cell	VIM-AS1	Down
ACADVL	5.33687823363497e-10	0.842448975504212	0.19	0.121	9.61385245007004e-06	Myeloid cell	ACADVL	Up
FAM166A	5.33729120587767e-10	-1.37688580772361	0.019	0.048	9.61459637826803e-06	Myeloid cell	FAM166A	Down
FRG1	5.34365410674422e-10	-0.623037683478516	0.126	0.19	9.62605850788903e-06	Myeloid cell	FRG1	Down
LAIR1	5.74170986129845e-10	0.799009190070958	0.21	0.14	1.0343116144143e-05	Myeloid cell	LAIR1	Up
ARHGAP25	5.87877473797721e-10	1.39674352811269	0.081	0.033	1.05900248129921e-05	Myeloid cell	ARHGAP25	Up
CEP350	5.91245643839005e-10	-0.422232004318367	0.288	0.372	1.06506990281158e-05	Myeloid cell	CEP350	Down
TMEM219	6.0180457344353e-10	1.0889537171266	0.104	0.051	1.08409075860117e-05	Myeloid cell	TMEM219	Up
ZNF367	6.02429204149527e-10	-1.51328677502639	0.016	0.043	1.08521596835496e-05	Myeloid cell	ZNF367	Down
DNAJC4	6.22198927836956e-10	1.11022076935653	0.084	0.035	1.12082914860549e-05	Myeloid cell	DNAJC4	Up
TPI1	6.24631118272746e-10	-0.280833236081499	0.444	0.545	1.12521049645652e-05	Myeloid cell	TPI1	Down
PHGDH	6.36325114202933e-10	-1.57690287432236	0.01	0.032	1.14627606072516e-05	Myeloid cell	PHGDH	Down
OAS1	6.69232531472094e-10	1.64717789716685	0.06	0.019	1.20555548219383e-05	Myeloid cell	OAS1	Up
TCF19	6.70612491622376e-10	-1.43082461483442	0.013	0.038	1.20804134240855e-05	Myeloid cell	TCF19	Down
ARHGAP32	7.0414087108933e-10	-1.82314203761318	0.009	0.03	1.26843936518032e-05	Myeloid cell	ARHGAP32	Down
ZC3HAV1	7.14915018232958e-10	-0.477841241335907	0.174	0.246	1.28784791384485e-05	Myeloid cell	ZC3HAV1	Down
GLO1	7.32068410480232e-10	-0.527464102459735	0.148	0.216	1.31874803463909e-05	Myeloid cell	GLO1	Down
UQCRHL	7.34036937526679e-10	-0.555425625767241	0.121	0.185	1.32229413926056e-05	Myeloid cell	UQCRHL	Down
CHCHD2	7.42576259917874e-10	-0.333831532838098	0.37	0.463	1.33767687461606e-05	Myeloid cell	CHCHD2	Down
WDR17	7.57679624176218e-10	-2.78630526943281	0.003	0.017	1.36488407499104e-05	Myeloid cell	WDR17	Down
NUP155	7.62512355488309e-10	-1.28517701642919	0.024	0.055	1.37358975717664e-05	Myeloid cell	NUP155	Down
TPD52	7.75726800296109e-10	-1.7883766194525	0.007	0.026	1.39739425805341e-05	Myeloid cell	TPD52	Down
GABPB1	7.7573212713899e-10	-1.10259194309285	0.037	0.075	1.39740385382818e-05	Myeloid cell	GABPB1	Down
HIST1H4A	7.79172337784416e-10	-1.30637724390993	0.019	0.047	1.40360104928485e-05	Myeloid cell	HIST1H4A	Down
RNF114	7.90005783901401e-10	1.01222726061402	0.12	0.063	1.42311641911998e-05	Myeloid cell	RNF114	Up
ALDH1A1	7.90311368076691e-10	-2.23817953689202	0.003	0.017	1.42366689845335e-05	Myeloid cell	ALDH1A1	Down
PFDN6	7.91337570336056e-10	-1.06309283033393	0.039	0.078	1.42551549920337e-05	Myeloid cell	PFDN6	Down
TYMP	7.91858064274652e-10	0.600113562338255	0.263	0.187	1.42645311698436e-05	Myeloid cell	TYMP	Up
PPIG	7.94757371657168e-10	-0.396077400223629	0.226	0.304	1.43167592930322e-05	Myeloid cell	PPIG	Down
NUP205	8.16520397420184e-10	-1.18334121253514	0.033	0.069	1.47087984391272e-05	Myeloid cell	NUP205	Down
AIF1	8.40165373855201e-10	0.306548462752343	0.814	0.824	1.51347390446276e-05	Myeloid cell	AIF1	Up
MRPL20	8.49742675482123e-10	-0.700145283515644	0.103	0.161	1.5307264556135e-05	Myeloid cell	MRPL20	Down
SRRM2	8.54618743666956e-10	0.460266918268177	0.489	0.412	1.53951020484166e-05	Myeloid cell	SRRM2	Up
HIST1H2BD	8.7806295384575e-10	1.48490646826798	0.075	0.03	1.58174260505773e-05	Myeloid cell	HIST1H2BD	Up
ABTB1	8.90800215712233e-10	2.00774839890521	0.05	0.013	1.60468750858402e-05	Myeloid cell	ABTB1	Up
ALDH3B1	9.06250454390262e-10	0.928192798788163	0.141	0.08	1.63251956853862e-05	Myeloid cell	ALDH3B1	Up
LPP	9.0714524897193e-10	0.770704174047876	0.175	0.109	1.63413145149803e-05	Myeloid cell	LPP	Up
WBP11	9.0964739501843e-10	-0.419496609032906	0.226	0.305	1.6386388173862e-05	Myeloid cell	WBP11	Down
TBCA	9.75903988196426e-10	-0.444845085149354	0.212	0.289	1.75799344433704e-05	Myeloid cell	TBCA	Down
LIG1	9.93529205355114e-10	-0.973617661311636	0.037	0.074	1.7897435105267e-05	Myeloid cell	LIG1	Down
LY6E	1.03247183365152e-09	1.49276226964641	0.072	0.027	1.85989476113985e-05	Myeloid cell	LY6E	Up
CHCHD3	1.03395910921281e-09	-0.845168343943179	0.081	0.133	1.86257393933595e-05	Myeloid cell	CHCHD3	Down
CDKN2AIP	1.05868855157688e-09	-1.00952812508389	0.033	0.069	1.90712155681059e-05	Myeloid cell	CDKN2AIP	Down
HOXB7	1.0634307100704e-09	4.62083750498807	0.028	0.001	1.91566408112082e-05	Myeloid cell	HOXB7	Up
MNS1	1.08017719157886e-09	-1.74785391030894	0.01	0.031	1.94583119291016e-05	Myeloid cell	MNS1	Down
NSA2	1.09135442661502e-09	-0.444292110912973	0.223	0.302	1.9659658641043e-05	Myeloid cell	NSA2	Down
CHD7	1.09405436857658e-09	1.57270707613583	0.059	0.019	1.97082953955385e-05	Myeloid cell	CHD7	Up
ARF6	1.09671862480357e-09	-0.395456692993702	0.294	0.38	1.97562893072116e-05	Myeloid cell	ARF6	Down
SSR3	1.12155355331813e-09	-0.396306975985797	0.246	0.33	2.02036657094729e-05	Myeloid cell	SSR3	Down
ADSS	1.12321269635974e-09	-0.626186830201719	0.123	0.185	2.02335535122244e-05	Myeloid cell	ADSS	Down
BRD4	1.13030701812587e-09	-0.577559988904842	0.125	0.188	2.03613506245194e-05	Myeloid cell	BRD4	Down
EDARADD	1.14134299589245e-09	-0.534960356183419	0.152	0.22	2.05601527280066e-05	Myeloid cell	EDARADD	Down
MTMR6	1.1454021350762e-09	-0.776820469683612	0.09	0.144	2.06332740612627e-05	Myeloid cell	MTMR6	Down
LAMP2	1.14921939713964e-09	0.519250159833898	0.392	0.317	2.07020382200736e-05	Myeloid cell	LAMP2	Up
RTN1	1.19510885491405e-09	-2.17332839254206	0.004	0.019	2.15286909124217e-05	Myeloid cell	RTN1	Down
ZBED1	1.25887825047235e-09	-0.82314203761318	0.054	0.098	2.26774328040088e-05	Myeloid cell	ZBED1	Down
VPS35	1.30481202221608e-09	-0.492704062421098	0.196	0.269	2.35048837682005e-05	Myeloid cell	VPS35	Down
PPP1CB	1.39392814924506e-09	-0.376640722351262	0.278	0.363	2.51102216805005e-05	Myeloid cell	PPP1CB	Down
DSN1	1.40537767994137e-09	-1.05689231888525	0.027	0.059	2.53164735264639e-05	Myeloid cell	DSN1	Down
PILRA	1.41688254558518e-09	0.870711691221765	0.121	0.064	2.55237221761714e-05	Myeloid cell	PILRA	Up
LDLR	1.42490680265192e-09	-0.616975930691315	0.066	0.115	2.56682711429717e-05	Myeloid cell	LDLR	Down
CLGN	1.44689386549064e-09	-2.20843219349797	0.004	0.02	2.60643460929483e-05	Myeloid cell	CLGN	Down
EXOC5	1.48014909190424e-09	-0.600019692132201	0.092	0.148	2.6663405741563e-05	Myeloid cell	EXOC5	Down
BIRC3	1.48366898099637e-09	1.3586915013855	0.076	0.031	2.67268130236685e-05	Myeloid cell	BIRC3	Up
EMP1	1.50220083028621e-09	-0.625179655097289	0.061	0.108	2.70606457567758e-05	Myeloid cell	EMP1	Down
UBE2T	1.5400326801994e-09	-1.03874826399889	0.027	0.06	2.77421487011119e-05	Myeloid cell	UBE2T	Down
SLC11A1	1.54677283351237e-09	-0.696272227321022	0.117	0.177	2.78635658228919e-05	Myeloid cell	SLC11A1	Down
IFIH1	1.54857399161963e-09	1.58709729316284	0.065	0.023	2.7896011885036e-05	Myeloid cell	IFIH1	Up
CLEC11A	1.5619194376381e-09	0.826516314760402	0.222	0.154	2.81364167496127e-05	Myeloid cell	CLEC11A	Up
ATRX	1.5958287894002e-09	-0.459158883296773	0.244	0.323	2.87472598122551e-05	Myeloid cell	ATRX	Down
SETSIP	1.64137235536818e-09	-0.937784603554302	0.042	0.082	2.95676816096023e-05	Myeloid cell	SETSIP	Down
CALU	1.65313216516369e-09	-0.585472429535033	0.135	0.198	2.97795228232588e-05	Myeloid cell	CALU	Down
HIST1H4F	1.70244583901388e-09	-2.16262850388485	0.005	0.021	3.0667859343996e-05	Myeloid cell	HIST1H4F	Down
DLEU2L	1.72081278960022e-09	-1.40482940630147	0.013	0.038	3.09987215918583e-05	Myeloid cell	DLEU2L	Down
KLF4	1.75274575006762e-09	-0.367259486056953	0.245	0.325	3.15739619417181e-05	Myeloid cell	KLF4	Down
CKAP2L	1.77213826808514e-09	-1.30623697896977	0.021	0.051	3.19232987612858e-05	Myeloid cell	CKAP2L	Down
LOC101928034	1.8353056098833e-09	-0.564009069461713	0.149	0.216	3.30611952564378e-05	Myeloid cell	LOC101928034	Down
RAB20	1.86288442984475e-09	-1.20526491441929	0.017	0.043	3.35580001192234e-05	Myeloid cell	RAB20	Down
CEBPA	1.88469647790144e-09	1.40225287188479	0.075	0.03	3.39509223529166e-05	Myeloid cell	CEBPA	Up
CPSF3	1.9930014789367e-09	-0.720852625255494	0.073	0.123	3.59019286415658e-05	Myeloid cell	CPSF3	Down
MZT2B	2.01334587231498e-09	-0.682156157606975	0.086	0.139	3.6268412543882e-05	Myeloid cell	MZT2B	Down
ADGRG6	2.09474288595242e-09	-2.60074961627673	0.001	0.012	3.77346983475469e-05	Myeloid cell	ADGRG6	Down
RPS19	2.10908550734547e-09	0.313805411460656	0.938	0.951	3.79930663293214e-05	Myeloid cell	RPS19	Up
ZNF704	2.15653195502963e-09	-2.01578711555558	0.006	0.022	3.88477666379037e-05	Myeloid cell	ZNF704	Down
DSC2	2.1654440728992e-09	4.10660951580415	0.028	0.001	3.90083095292061e-05	Myeloid cell	DSC2	Up
POLD2	2.20724722172827e-09	-1.05231299158069	0.032	0.066	3.9761351452213e-05	Myeloid cell	POLD2	Down
ST14	2.2637072231295e-09	-1.43082461483442	0.014	0.038	4.07784219174548e-05	Myeloid cell	ST14	Down
PAXIP1	2.2921321455123e-09	-1.33128894128351	0.021	0.051	4.12904684692585e-05	Myeloid cell	PAXIP1	Down
ATP5H	2.43086512674073e-09	-0.37206544907256	0.327	0.412	4.37896043931076e-05	Myeloid cell	ATP5H	Down
KIF26B	2.52060194391003e-09	3.70531207315161	0.03	0.002	4.54061234175952e-05	Myeloid cell	KIF26B	Up
NCAM1	2.57843739997537e-09	2.02374124863106	0.044	0.01	4.64479713231564e-05	Myeloid cell	NCAM1	Up
MMD	2.59643941224457e-09	-1.26089961339211	0.015	0.04	4.67722595721738e-05	Myeloid cell	MMD	Down
PNISR	2.60884497774465e-09	0.510138378367914	0.429	0.361	4.69957334290921e-05	Myeloid cell	PNISR	Up
STEAP4	2.61249957715006e-09	-2.60074961627673	0.004	0.019	4.70615673827812e-05	Myeloid cell	STEAP4	Down
ING3	2.77820052900653e-09	-0.634537929733015	0.084	0.136	5.00465043295236e-05	Myeloid cell	ING3	Down
HOXA-AS3	2.797598469747e-09	5.29709583972878	0.025	0	5.03959388340225e-05	Myeloid cell	HOXA-AS3	Up
GPR160	2.92499752189185e-09	-0.932371107367937	0.039	0.077	5.26909053593598e-05	Myeloid cell	GPR160	Down
SOCS1	2.9280899915659e-09	-2.31124299908175	0.003	0.017	5.27466131080681e-05	Myeloid cell	SOCS1	Down
TMED8	2.96220541060026e-09	-0.726926722353876	0.07	0.119	5.33611682665532e-05	Myeloid cell	TMED8	Down
KMT2A	3.06919161175225e-09	0.716401338348759	0.196	0.129	5.52884176941051e-05	Myeloid cell	KMT2A	Up
PDZD8	3.1329227506635e-09	-0.664810488157714	0.08	0.131	5.64364704304522e-05	Myeloid cell	PDZD8	Down
BCCIP	3.13937217207679e-09	-0.647883591867826	0.115	0.175	5.65526503077913e-05	Myeloid cell	BCCIP	Down
LTC4S	3.18172406400409e-09	1.97062381969647	0.049	0.014	5.73155772889697e-05	Myeloid cell	LTC4S	Up
VPS26A	3.22099920376787e-09	-0.463674764359066	0.166	0.235	5.80230796566744e-05	Myeloid cell	VPS26A	Down
APPL1	3.28136220921289e-09	-0.357206508218145	0.195	0.271	5.9110458836761e-05	Myeloid cell	APPL1	Down
NCAPD3	3.30553287908518e-09	-0.850049911076697	0.037	0.074	5.95458692838404e-05	Myeloid cell	NCAPD3	Down
ZNF185	3.36691268431735e-09	1.56208596037926	0.062	0.022	6.06515650952928e-05	Myeloid cell	ZNF185	Up
RIBC2	3.49517728165491e-09	-2.15329063930551	0.005	0.021	6.29621235517315e-05	Myeloid cell	RIBC2	Down
UCHL5	3.5554745013871e-09	-0.693859020668213	0.081	0.132	6.40483176679872e-05	Myeloid cell	UCHL5	Down
PSMA2	3.59933449373878e-09	-0.442341431002591	0.216	0.291	6.48384115702104e-05	Myeloid cell	PSMA2	Down
PBRM1	3.7709853870515e-09	-0.54552009555634	0.151	0.216	6.79305307623458e-05	Myeloid cell	PBRM1	Down
NOP56	3.82889747920833e-09	-0.467977613251885	0.142	0.207	6.89737591904588e-05	Myeloid cell	NOP56	Down
TLNRD1	3.91539800096585e-09	-1.49732002662133	0.017	0.043	7.05319795893989e-05	Myeloid cell	TLNRD1	Down
CENPA	3.93497435276316e-09	-2.40810453833434	0.002	0.014	7.08846279906755e-05	Myeloid cell	CENPA	Down
SAPCD2	4.00883706086524e-09	-1.49222515949856	0.011	0.032	7.22151908144264e-05	Myeloid cell	SAPCD2	Down
TSPAN2	4.04310532904794e-09	-1.07852287090354	0.026	0.057	7.28324993974696e-05	Myeloid cell	TSPAN2	Down
KIF2C	4.05143340703138e-09	-1.43725088399385	0.018	0.044	7.29825213942633e-05	Myeloid cell	KIF2C	Down
RHOG	4.10793322518237e-09	0.928336386251918	0.12	0.065	7.40003091184352e-05	Myeloid cell	RHOG	Up
ITGB2-AS1	4.12562647522035e-09	0.924270343988143	0.096	0.046	7.43190353246193e-05	Myeloid cell	ITGB2-AS1	Up
DKC1	4.1439625585203e-09	-0.678752128278004	0.078	0.128	7.46493415291847e-05	Myeloid cell	DKC1	Down
BOD1L1	4.31308879808122e-09	-0.487159155834955	0.219	0.291	7.76959816086351e-05	Myeloid cell	BOD1L1	Down
NIPA2	4.36494358580243e-09	-0.881694219968292	0.052	0.094	7.8630093754645e-05	Myeloid cell	NIPA2	Down
CHURC1	4.37649573519178e-09	0.510444262458558	0.324	0.247	7.88381941737447e-05	Myeloid cell	CHURC1	Up
SHTN1	4.40707848023516e-09	-0.583435030974562	0.123	0.184	7.93891117429561e-05	Myeloid cell	SHTN1	Down
ANXA6	4.50057472255667e-09	-0.645360502977023	0.093	0.147	8.10733530521358e-05	Myeloid cell	ANXA6	Down
LAPTM5	4.56430039076844e-09	0.324372818759287	0.648	0.605	8.22213072393027e-05	Myeloid cell	LAPTM5	Up
TUBB4B	4.56556322148664e-09	-0.83094744010198	0.049	0.09	8.22440558718603e-05	Myeloid cell	TUBB4B	Down
FBL	4.67310324899615e-09	-0.632082823081523	0.099	0.154	8.41812819274166e-05	Myeloid cell	FBL	Down
SIDT1	4.68560713937725e-09	-1.40573363387159	0.008	0.027	8.44065270087418e-05	Myeloid cell	SIDT1	Down
GPATCH11	4.71877921298724e-09	-0.664931835204711	0.112	0.169	8.50040887427521e-05	Myeloid cell	GPATCH11	Down
ESPL1	4.75969995797702e-09	-2.17928584783845	0.004	0.019	8.5741235042998e-05	Myeloid cell	ESPL1	Down
PRR11	4.80946517459194e-09	-0.767631598154046	0.114	0.17	8.66377056550993e-05	Myeloid cell	PRR11	Down
PRR13	5.19562492537735e-09	0.499377204605088	0.314	0.24	9.35939874057475e-05	Myeloid cell	PRR13	Up
ELMSAN1	5.26262615432526e-09	0.959121903481594	0.119	0.065	9.48009475440152e-05	Myeloid cell	ELMSAN1	Up
C5orf56	5.36707122915586e-09	3.02130220317964	0.031	0.004	9.66824211220137e-05	Myeloid cell	C5orf56	Up
MED30	5.3709514870552e-09	-0.585580568672103	0.101	0.157	9.67523200878124e-05	Myeloid cell	MED30	Down
XAF1	5.3790961892622e-09	0.79483552033594	0.194	0.13	9.68990387533693e-05	Myeloid cell	XAF1	Up
ITGB1BP1	5.38983401872166e-09	-0.674553497871422	0.071	0.119	9.7092470013252e-05	Myeloid cell	ITGB1BP1	Down
ZNF300	5.42431611086014e-09	-2.37835719494028	0.002	0.012	9.77136304210346e-05	Myeloid cell	ZNF300	Down
SS18L2	5.48230658663145e-09	-0.745557208317578	0.084	0.135	9.87582708515789e-05	Myeloid cell	SS18L2	Down
YTHDC1	5.56781468137768e-09	0.548088809300016	0.291	0.216	0.000100298613670338	Myeloid cell	YTHDC1	Up
UBL5	5.7260724359757e-09	-0.333945248575672	0.394	0.479	0.000103149468861666	Myeloid cell	UBL5	Down
KIAA1143	5.75775649479207e-09	-0.508498950714332	0.153	0.219	0.000103720225497184	Myeloid cell	KIAA1143	Down
MCM2	6.04791164531094e-09	-1.32390941091791	0.017	0.043	0.000108947080378631	Myeloid cell	MCM2	Down
CCDC14	6.18733883927158e-09	-0.554837136798241	0.096	0.151	0.000111458721850638	Myeloid cell	CCDC14	Down
SLBP	6.20005157500589e-09	-0.512689262058278	0.111	0.169	0.000111687729072156	Myeloid cell	SLBP	Down
PDHB	6.29147941631098e-09	-0.679438504922042	0.083	0.133	0.000113334710205426	Myeloid cell	PDHB	Down
SCAMP2	6.36169201223835e-09	0.937459115744683	0.113	0.061	0.000114599519908462	Myeloid cell	SCAMP2	Up
USMG5	6.44031329589792e-09	-0.294588837247686	0.333	0.422	0.000116015803712305	Myeloid cell	USMG5	Down
NONO	6.46763709445365e-09	-0.335347270886084	0.317	0.403	0.000116508014619488	Myeloid cell	NONO	Down
HNRNPH3	6.51405730599636e-09	-0.399013432681357	0.25	0.328	0.000117344228310218	Myeloid cell	HNRNPH3	Down
MRPS28	6.5341695968655e-09	-0.804113131640338	0.066	0.112	0.000117706531117935	Myeloid cell	MRPS28	Down
GRINA	6.56732679422738e-09	1.13067891306275	0.089	0.042	0.000118303824871212	Myeloid cell	GRINA	Up
FAM111A	6.58223464505864e-09	-0.491645554396199	0.195	0.266	0.000118572374896086	Myeloid cell	FAM111A	Down
KHDRBS1	6.8817352236733e-09	-0.413909144422548	0.216	0.291	0.000123967578319251	Myeloid cell	KHDRBS1	Down
LYRM4	7.18464722309303e-09	-0.872829161713532	0.057	0.1	0.000129424235076798	Myeloid cell	LYRM4	Down
GMCL1	7.26322755144156e-09	-0.855080644142642	0.049	0.089	0.000130839781111668	Myeloid cell	GMCL1	Down
NAGK	7.34515257032231e-09	0.761335605082613	0.119	0.065	0.000132315578401786	Myeloid cell	NAGK	Up
LOC653653	7.70649823017786e-09	-0.864334774184742	0.05	0.09	0.000138824859118424	Myeloid cell	LOC653653	Down
RNASEK	7.70801502376707e-09	0.73936619868435	0.191	0.127	0.00013885218263814	Myeloid cell	RNASEK	Up
IMPA2	7.81296229328965e-09	-0.831362544418148	0.047	0.087	0.00014074270275132	Myeloid cell	IMPA2	Down
ARHGAP9	7.82786220691957e-09	0.865652852395986	0.131	0.075	0.000141011109795449	Myeloid cell	ARHGAP9	Up
KIF20B	8.03308253254207e-09	-0.667347365005755	0.127	0.185	0.000144707948741213	Myeloid cell	KIF20B	Down
MVP	8.4049588932341e-09	1.26813465675204	0.077	0.033	0.000151406929502719	Myeloid cell	MVP	Up
CCNH	8.45114063195739e-09	-0.80494892084721	0.07	0.116	0.00015223884734408	Myeloid cell	CCNH	Down
HBD	8.45610902782483e-09	-1.54044910600892	0.007	0.025	0.000152328348027237	Myeloid cell	HBD	Down
TAF15	8.47151898327808e-09	-0.4939959412235	0.128	0.189	0.000152605942964771	Myeloid cell	TAF15	Down
NME3	8.52075582911023e-09	1.14715145557063	0.092	0.045	0.000153492895505592	Myeloid cell	NME3	Up
TMPO-AS1	8.5951562989202e-09	-1.24000227249884	0.019	0.045	0.000154833145568749	Myeloid cell	TMPO-AS1	Down
TRIM38	8.61059869259282e-09	0.731446814064458	0.192	0.128	0.000155111324848367	Myeloid cell	TRIM38	Up
MAP3K21	8.67531288979207e-09	-2.12270231947209	0.004	0.018	0.000156277086396714	Myeloid cell	MAP3K21	Down
FEZ1	8.81474724506579e-09	4.45181843452742	0.025	0.001	0.000158788856872615	Myeloid cell	FEZ1	Up
HOXA6	8.82897016908984e-09	4.32406288732905	0.025	0.001	0.000159045068625984	Myeloid cell	HOXA6	Up
GCSH	9.13317299184234e-09	-0.962838235606617	0.034	0.068	0.000164524978275048	Myeloid cell	GCSH	Down
FAF1	9.13355037805837e-09	-0.87828359180564	0.042	0.079	0.000164531776510343	Myeloid cell	FAF1	Down
GATAD1	9.3884952756762e-09	1.02910942241875	0.106	0.056	0.000169124353896031	Myeloid cell	GATAD1	Up
MCMBP	9.45168002436248e-09	-0.579439110031319	0.099	0.153	0.000170262563958866	Myeloid cell	MCMBP	Down
HGF	9.68864343914452e-09	-0.700913778202163	0.068	0.114	0.000174531222912749	Myeloid cell	HGF	Down
CDK2	9.75134001964611e-09	-1.11000245717323	0.026	0.056	0.000175660639113905	Myeloid cell	CDK2	Down
SMIM25	9.75464823048158e-09	1.15413788588674	0.073	0.03	0.000175720233223895	Myeloid cell	SMIM25	Up
