p_val	avg_log2FC	pct.1	pct.2	p_val_adj	threshold
LRRFIP2	2.72978694089166e-12	0.507577424686401	0.13	0.1	4.91743819532223e-08	Up
SLAMF7	2.8269671719607e-12	0.914264141421993	0.038	0.021	5.09249866357e-08	Up
UBE2V2	2.86500357387525e-12	-0.311802029732341	0.128	0.163	5.16101743797887e-08	Down
RNVU1-14	2.86682613645511e-12	0.676278676789323	0.05	0.031	5.16430060221023e-08	Up
SRM	2.89292546619943e-12	-0.888212667588691	0.016	0.031	5.21131593481166e-08	Down
FANCG	2.96460816809471e-12	-1.2504014850682	0.008	0.019	5.34044515400581e-08	Down
ZC3HAV1L	3.10202069629243e-12	-1.32178611830496	0.006	0.016	5.58798008230118e-08	Down
HLA-DQA2	3.19670557070017e-12	1.04823626478345	0.031	0.016	5.75854541505928e-08	Up
HSPA7	3.25404878418096e-12	1.93874143191826	0.011	0.003	5.86184347982358e-08	Up
FLVCR2	3.26358481814662e-12	2.2185654957159	0.01	0.002	5.87902169140933e-08	Up
RRS1	3.32081570339397e-12	-0.835819865052202	0.019	0.034	5.9821174080939e-08	Down
MYD88	3.35553551202653e-12	0.647229521074417	0.069	0.046	6.0446616713646e-08	Up
CISD1	3.42632737885143e-12	-0.515186336301704	0.046	0.069	6.17218614026297e-08	Down
TICRR	3.46996441353935e-12	-1.41489552269644	0.007	0.017	6.25079389454978e-08	Down
NBR2	3.51193040940268e-12	-0.572083575173501	0.045	0.068	6.32639143949799e-08	Down
GBP4	3.60669931260928e-12	-0.348546722919783	0.09	0.12	6.49710814173435e-08	Down
ALKBH2	3.61096934563675e-12	-1.09527758849628	0.01	0.023	6.50480017923004e-08	Down
FLOT1	3.62499330978917e-12	0.580155261331822	0.073	0.05	6.5300629482542e-08	Up
USP39	3.63408352495576e-12	-0.497183433834411	0.057	0.082	6.5464380618553e-08	Down
PHF5A	3.87524517541408e-12	-0.45480424413308	0.051	0.075	6.98086665899092e-08	Down
MEF2A	3.90789514985794e-12	0.407051594977843	0.179	0.144	7.03968232295409e-08	Up
PTDSS1	4.00730993792181e-12	-0.425244210988906	0.062	0.088	7.21876812217234e-08	Down
MTG1	4.04440744370001e-12	-0.486830733447662	0.043	0.065	7.2855955690812e-08	Down
PPARGC1A	4.0816695140631e-12	2.0001419765824	0.011	0.003	7.35271946263327e-08	Up
PITPNB	4.11718287762618e-12	-0.363850177871507	0.101	0.133	7.4166932357558e-08	Down
GMFG	4.16960771756268e-12	0.2581723169385	0.491	0.463	7.51113134241742e-08	Up
SRGAP2B	4.25266543360519e-12	0.91467263439305	0.036	0.02	7.66075151209638e-08	Up
NAGK	4.27178403207755e-12	0.560582158169487	0.082	0.058	7.69519175538449e-08	Up
IL4R	4.27427501166377e-12	0.745569149496802	0.035	0.019	7.69967900601111e-08	Up
KIAA1143	4.34886872646383e-12	-0.26676712519008	0.161	0.199	7.83405212385195e-08	Down
CPSF6	4.38364005499318e-12	-0.257595060119191	0.127	0.162	7.89668919506471e-08	Down
CHCHD4	4.49847678916335e-12	-1.08351595246451	0.012	0.025	8.10355608799885e-08	Down
TCEAL1	4.56029028857495e-12	-0.484367202910839	0.051	0.075	8.21490692583892e-08	Down
H1FX	4.57643274887889e-12	0.44501022408497	0.237	0.203	8.24398595383044e-08	Up
HTATSF1P2	4.59933502505717e-12	0.822143674604405	0.04	0.023	8.28524211413798e-08	Up
TMEM106B	4.67999046880824e-12	-0.459289642054898	0.068	0.095	8.43053483051116e-08	Down
STAM	4.7009794010716e-12	-0.393570477770866	0.064	0.09	8.46834429309037e-08	Down
ARF6	4.8096383194372e-12	0.343493509853903	0.281	0.243	8.66408246863417e-08	Up
CDC16	4.83415143400486e-12	-0.357954626223001	0.099	0.13	8.70824039321635e-08	Down
RWDD2B	4.91217557339752e-12	-0.582246580474931	0.029	0.047	8.84879307791829e-08	Down
MRPS36	5.03911288743318e-12	-0.32835525130886	0.115	0.148	9.07745795542213e-08	Down
LRR1	5.08342619524652e-12	-0.584820524138757	0.032	0.052	9.15728394811708e-08	Down
RPP38	5.14384024585146e-12	-0.574823857086238	0.042	0.064	9.26611381887682e-08	Down
SMCHD1	5.18920914739575e-12	0.355404241626702	0.328	0.293	9.3478413581187e-08	Up
ATAD3A	5.20810587635068e-12	-0.880080668564038	0.016	0.031	9.38188192565812e-08	Down
PCNX4	5.26451579469559e-12	-0.504330606278389	0.041	0.062	9.48349875256463e-08	Down
ATPAF1	5.32197120648674e-12	-0.437297221293852	0.052	0.076	9.58699893136521e-08	Down
PLP2	5.43226046566292e-12	0.530845738035546	0.076	0.052	9.78567400284519e-08	Up
TMEM256	5.45672393204895e-12	-0.346174709417596	0.09	0.12	9.82974249119298e-08	Down
NTHL1	5.47084697289822e-12	-0.884955928604798	0.019	0.034	9.85518373697886e-08	Down
SFXN1	5.48328938431444e-12	-0.47441342693954	0.052	0.075	9.87759749690404e-08	Down
BCR	5.52315441636026e-12	-0.723733618143363	0.027	0.045	9.94941036563137e-08	Down
MIS12	5.67483349849804e-12	-0.667587984308779	0.029	0.048	1.02226450641944e-07	Down
SETSIP	5.7039876363811e-12	-0.546902571737994	0.048	0.071	1.02751633281769e-07	Down
DNAJA4	5.85516856607232e-12	-1.0606613024798	0.013	0.026	1.05475006549227e-07	Down
CLUAP1	5.8602535851706e-12	-0.740174827083445	0.021	0.037	1.05566608083263e-07	Down
MTIF2	5.88056950810412e-12	-0.384896162159601	0.075	0.103	1.05932579118988e-07	Down
RAD17	5.88355608550872e-12	-0.359198123750088	0.069	0.096	1.05986379324354e-07	Down
C18orf32	5.923143725077e-12	0.410846463607557	0.177	0.143	1.06699511063537e-07	Up
SRRM2	5.93334657670068e-12	0.261680114343468	0.461	0.432	1.06883305232686e-07	Up
RHNO1	5.93901898120623e-12	-0.592365453764024	0.037	0.057	1.06985487927449e-07	Down
CYB5A	6.13504672614843e-12	-0.540813341899664	0.037	0.057	1.10516731724838e-07	Down
ZRANB3	6.18257525372472e-12	-0.773885711805351	0.023	0.04	1.11372910620597e-07	Down
MVP	6.44542322330718e-12	0.68340655091536	0.056	0.036	1.16107853944655e-07	Up
NAAA	6.49678588570475e-12	0.653503924953901	0.086	0.061	1.17033100945085e-07	Up
LOC728392	6.5014802754805e-12	1.66172575890647	0.015	0.005	1.17117665682506e-07	Up
C11orf57	6.52129373288201e-12	-0.43707989176243	0.058	0.083	1.17474585304137e-07	Down
ATG3	6.53646992717232e-12	0.374941674846886	0.261	0.224	1.17747969268082e-07	Up
CAMK2D	6.62652239635034e-12	0.754385562180441	0.039	0.022	1.19370174447855e-07	Up
CC2D2B	6.62974630565935e-12	-0.559834437571658	0.049	0.072	1.19428249950148e-07	Down
SELENOS	6.65146587070621e-12	0.438000183271345	0.149	0.116	1.19819506194902e-07	Up
P2RY8	6.96585167415746e-12	-0.456891411812017	0.067	0.093	1.25482852058272e-07	Down
ZNF521	7.01566819975952e-12	-1.16978302485991	0.01	0.022	1.26380246950468e-07	Down
ETHE1	7.05194139633914e-12	-0.551329459069409	0.046	0.069	1.27033672313653e-07	Down
FERMT3	7.10972592478489e-12	0.408717225231547	0.173	0.14	1.28074602809075e-07	Up
LONRF3	7.15505192537955e-12	1.67474168978823	0.014	0.005	1.28891105383787e-07	Up
ERCC6L	7.17729141385844e-12	-1.51725724032612	0.004	0.012	1.29291727529246e-07	Down
SPARC	7.18634550264021e-12	-0.497357682888417	0.048	0.071	1.29454827884561e-07	Down
PHAX	7.41632370351578e-12	-0.422986935049992	0.068	0.094	1.33597655195133e-07	Down
CCDC167	7.4665129872591e-12	-0.474615734282438	0.056	0.081	1.34501764952485e-07	Down
SYPL1	7.6023131987765e-12	-0.368630150520147	0.086	0.115	1.3694806996276e-07	Down
IMMP2L	7.70488747089484e-12	-0.752828322586779	0.021	0.037	1.387958429007e-07	Down
SH2D3C	7.80155776301012e-12	0.991826708370396	0.029	0.015	1.40537261542864e-07	Up
RMDN1	7.80255889115079e-12	-0.295775791065178	0.102	0.134	1.4055529586519e-07	Down
SNHG17	7.83992066599285e-12	-0.652283491917495	0.031	0.05	1.41228330877195e-07	Down
ZNF439	7.90248053609192e-12	-0.743518270157815	0.025	0.042	1.4235528437716e-07	Down
RNH1	8.00366823850044e-12	0.451259555720547	0.134	0.104	1.44178079648347e-07	Up
ADH5	8.05724931580995e-12	-0.299083067668194	0.083	0.112	1.45143289175e-07	Down
MRPS30	8.27007308350895e-12	-0.610815732671701	0.036	0.056	1.4897709652633e-07	Down
RAC3	8.28570190851006e-12	-1.61456786753281	0.005	0.014	1.492586341799e-07	Down
SIRPD	8.38813751004382e-12	1.48952681732132	0.013	0.004	1.51103909105929e-07	Up
GTF3C5	8.49206243806924e-12	-0.630471636411473	0.034	0.053	1.52976012759379e-07	Down
MSANTD4	8.5080021286758e-12	-0.583590080532496	0.03	0.049	1.53263150345966e-07	Down
NKRF	8.50953641533045e-12	-0.890559380926788	0.02	0.036	1.53290788985763e-07	Down
SOX12	8.63591747005545e-12	-0.831038959201457	0.013	0.026	1.55567417305579e-07	Down
NUP188	8.66177822312717e-12	-0.764409449255706	0.022	0.039	1.56033272911413e-07	Down
MRPS7	8.71336858354434e-12	-0.480893081470684	0.06	0.085	1.56962621663968e-07	Down
RYR3	8.87481034188639e-12	-1.72422358080417	0.004	0.012	1.59870833498741e-07	Down
IFI27L1	9.11453254351551e-12	-0.932395055638861	0.017	0.032	1.64189189238888e-07	Down
VPREB1	9.14424139751319e-12	-1.95786393475297	0.004	0.013	1.64724364534803e-07	Down
IRF7	9.31908953961391e-12	0.708578773093477	0.056	0.036	1.67874078966605e-07	Up
RNVU1-15	9.36311788791277e-12	1.23118626817176	0.02	0.009	1.68667205632861e-07	Up
NUF2	9.41246190755702e-12	-0.614989276924117	0.037	0.058	1.69556088802732e-07	Down
CENPE	9.42709308008533e-12	-0.37165467230219	0.062	0.087	1.69819654744657e-07	Down
DNAJC3	9.59295718857331e-12	0.459463098911988	0.201	0.167	1.7280753079496e-07	Up
UNC119B	9.60155276212873e-12	-1.0349862468212	0.012	0.025	1.72962371456987e-07	Down
RAB18	9.6060875804024e-12	0.553140137667477	0.11	0.083	1.73044061673369e-07	Up
DAXX	9.64809413822014e-12	-0.466847602331166	0.055	0.079	1.73800767805898e-07	Down
CEP78	9.73705411051534e-12	-0.387540563788677	0.055	0.079	1.75403292746823e-07	Down
ZNF395	9.93015105120869e-12	-0.357493211651522	0.064	0.09	1.78881741036473e-07	Down
SNHG25	9.94330496795497e-12	-0.277344974221823	0.18	0.219	1.79118695692741e-07	Down
ZCCHC7	1.02016367532465e-11	-0.334232162777875	0.083	0.112	1.83772284472982e-07	Down
CCAR1	1.021541915666e-11	-0.271825554021402	0.17	0.208	1.84020560688073e-07	Down
SLED1	1.03339382850543e-11	1.8551936406713	0.01	0.003	1.86155564266969e-07	Up
ERI3	1.04733937037674e-11	-0.825653294598052	0.019	0.034	1.88667714179665e-07	Down
TRIAP1	1.11474569006057e-11	-0.51770632828022	0.048	0.071	2.00810288607511e-07	Down
PPIAL4A	1.13155242017083e-11	-0.751402082506699	0.025	0.042	2.03837852969572e-07	Down
MAP7D1	1.13520413431338e-11	0.494906668331977	0.117	0.089	2.04495672755213e-07	Up
DHRS9	1.19846610377556e-11	0.784560087362845	0.042	0.025	2.1589168393413e-07	Up
FOPNL	1.22219771955464e-11	-0.407492074774486	0.072	0.099	2.20166697200573e-07	Down
CREB3L4	1.22539346038354e-11	-0.801078159303104	0.018	0.033	2.20742377953491e-07	Down
CIAPIN1	1.23172934928452e-11	-0.683751167258959	0.031	0.05	2.21883724980114e-07	Down
TTI1	1.23470563268302e-11	-0.907828884925255	0.015	0.029	2.22419872671519e-07	Down
OSBPL9	1.26133891049436e-11	-0.365160480590444	0.082	0.11	2.27217591336455e-07	Down
CBLL1	1.2685737615815e-11	-0.608141598373376	0.037	0.057	2.28520877411291e-07	Down
SKP1P2	1.27451997584063e-11	-0.519925439793692	0.058	0.082	2.29592028447931e-07	Down
EXOC5	1.27548761197207e-11	-0.363053160236327	0.096	0.126	2.29766338420649e-07	Down
LOC729737	1.30939190110091e-11	1.86687544571894	0.011	0.003	2.35873857064318e-07	Up
MYCBP	1.31236694305462e-11	-0.362076140116765	0.073	0.1	2.3640978112186e-07	Down
EP300	1.3160262801825e-11	0.427696579417701	0.161	0.13	2.37068974112075e-07	Up
MLKL	1.33540609935691e-11	0.650936467442182	0.073	0.05	2.40560054738153e-07	Up
ADAL	1.34966448545513e-11	-0.73565968445017	0.02	0.035	2.43128560409887e-07	Down
DOCK5	1.34966645091796e-11	0.427805156677617	0.122	0.093	2.43128914468362e-07	Up
NUBP2	1.36867196017264e-11	-0.509077961753152	0.048	0.07	2.46552566905499e-07	Down
HAUS5	1.37619506999377e-11	-0.605111928131833	0.03	0.048	2.47907779908678e-07	Down
CFAP36	1.41130620347566e-11	-0.5381500907081	0.044	0.066	2.54232699494105e-07	Down
KIF1B	1.42951730740093e-11	0.591861843478865	0.068	0.046	2.57513247755203e-07	Up
STK26	1.43221233605186e-11	-0.32639918317432	0.129	0.162	2.57998730216383e-07	Down
CS	1.48092702969745e-11	-0.407233820988378	0.079	0.107	2.66774195129699e-07	Down
IMMP1L	1.48883493588907e-11	-0.749879770409254	0.026	0.043	2.68198725351057e-07	Down
UCP2	1.51321298584608e-11	0.650644752328623	0.083	0.059	2.72590187270314e-07	Up
STOX1	1.53065845268144e-11	-1.46552159576641	0.003	0.011	2.75732813666034e-07	Down
TCTEX1D2	1.53357362791907e-11	-0.759071450983859	0.025	0.042	2.76257953333341e-07	Down
SHCBP1	1.53640359383569e-11	-0.534659461561417	0.04	0.061	2.76767743393561e-07	Down
CKAP2L	1.53889742960575e-11	-0.64728461108541	0.027	0.044	2.7721698296918e-07	Down
FBXO5	1.54147115492554e-11	-0.5645080687165	0.034	0.053	2.77680613848286e-07	Down
PAQR4	1.62236304743799e-11	-1.17154348272435	0.008	0.019	2.9225247936548e-07	Down
SVOPL	1.66301253235703e-11	-1.41148892125319	0.004	0.013	2.99575077578795e-07	Down
STX3	1.67227912070252e-11	0.739636397059344	0.047	0.029	3.01244360803351e-07	Up
STX16	1.69424755558868e-11	0.397867634240742	0.189	0.155	3.05201754663745e-07	Up
GRB2	1.73214431535103e-11	0.275555769641854	0.385	0.349	3.12028476967334e-07	Up
GPN1	1.7722297846745e-11	-0.599594214116073	0.035	0.055	3.19249473411264e-07	Down
MALT1	1.93746804303777e-11	0.635311028127731	0.068	0.047	3.49015493272824e-07	Up
FAM229B	1.94297465444408e-11	-1.14719973949279	0.008	0.018	3.50007454251556e-07	Down
POLR1B	1.98821837810984e-11	-0.948327722777518	0.015	0.028	3.58157658632707e-07	Down
POLR3G	1.99286226479771e-11	-0.9368058528823	0.012	0.024	3.58994208380659e-07	Down
SCML1	2.00405568839929e-11	1.149602875465	0.023	0.011	3.61010591708249e-07	Up
ST6GAL2	2.01913553440185e-11	-1.77479146778283	0.004	0.013	3.63727075167149e-07	Down
RBM12	2.03365843682929e-11	-0.487834908769911	0.052	0.075	3.66343230810428e-07	Down
HIBCH	2.05169932823482e-11	-0.54279730924305	0.033	0.053	3.69593116988221e-07	Down
AGTRAP	2.07149563896077e-11	0.511568232857958	0.101	0.075	3.73159224402394e-07	Up
MMADHC	2.08002872239996e-11	-0.332726981115618	0.126	0.159	3.7469637405313e-07	Down
CCDC125	2.0952756421952e-11	-0.397193520962985	0.066	0.091	3.77442954185043e-07	Down
MED21	2.13040629364466e-11	-0.508469638008642	0.047	0.068	3.83771389737149e-07	Down
UBA5	2.13247620937545e-11	-0.455902330824737	0.052	0.075	3.84144264356893e-07	Down
FAH	2.14450372901261e-11	-0.733649369788663	0.024	0.041	3.86310901744331e-07	Down
MRPS15	2.14811290753704e-11	-0.381432044426795	0.074	0.1	3.86961059163722e-07	Down
DPY19L4	2.16802011872096e-11	-0.647011283557218	0.043	0.064	3.90547144186394e-07	Down
PSMD1	2.18729823934824e-11	-0.333524247275456	0.103	0.134	3.94019904836193e-07	Down
PPIE	2.24809079375042e-11	-0.40629320448196	0.065	0.09	4.049710755862e-07	Down
ZBTB18	2.26553505165837e-11	0.603988189849916	0.059	0.039	4.08113484205739e-07	Up
ZFC3H1	2.26633287496295e-11	0.415792997044587	0.201	0.167	4.08257204095825e-07	Up
RACGAP1	2.26959858545266e-11	-0.828314743576906	0.019	0.034	4.08845489183442e-07	Down
ZNF544	2.28925675531379e-11	-0.529392048731402	0.046	0.068	4.12386711902227e-07	Down
BRD3	2.31114799835707e-11	-0.359067134384423	0.074	0.1	4.16330200424042e-07	Down
LCA5	2.34994764197267e-11	-1.36758980791809	0.005	0.014	4.23319568224957e-07	Down
SH3PXD2A	2.35001627346397e-11	-0.673324762226649	0.029	0.047	4.23331931501799e-07	Down
C1orf131	2.36068346523890e-11	-0.492031225784888	0.055	0.078	4.25253519428136e-07	Down
CYSTM1	2.38411929714454e-11	0.932326592354828	0.032	0.018	4.29475250187618e-07	Up
FCGR2B	2.39832141311767e-11	1.01995045766258	0.033	0.018	4.32033619359017e-07	Up
SAT2	2.42337775616181e-11	0.632604900907485	0.062	0.042	4.36547268994989e-07	Up
SLC26A2	2.44036605566474e-11	-0.520974042114131	0.049	0.071	4.39607541267446e-07	Down
STXBP2	2.45060791282577e-11	0.669801641878837	0.059	0.039	4.41452509416435e-07	Up
SLC27A2	2.45331524737563e-11	-0.957422757097204	0.011	0.023	4.41940208662246e-07	Down
PRPF8	2.49357188665338e-11	-0.329868464602822	0.115	0.146	4.4919203966174e-07	Down
PMS2P1	2.56386940651381e-11	-0.67176354217996	0.034	0.053	4.61855434889398e-07	Down
C12orf65	2.58778683836345e-11	-0.647797957189083	0.029	0.046	4.66163921062792e-07	Down
HPS4	2.59985250381345e-11	-0.625149083685731	0.028	0.045	4.68337430036954e-07	Down
PDHB	2.6074780362546e-11	-0.398084623548999	0.087	0.115	4.69711093450904e-07	Down
MGST2	2.60980324068259e-11	-0.32755039001231	0.092	0.121	4.70129955776562e-07	Down
ING2	2.65944893348066e-11	-0.301604835585339	0.087	0.116	4.79073130877207e-07	Down
HAUS7	2.68778044423999e-11	-0.902560822062686	0.016	0.03	4.84176769225392e-07	Down
FBXO9	2.69816729525871e-11	0.457832661472527	0.153	0.123	4.86047856567905e-07	Up
COA3	2.70772757265106e-11	-0.498015696601485	0.047	0.068	4.87770044937362e-07	Down
CCDC88B	2.70924294544643e-11	0.692019681220068	0.046	0.029	4.8804302419272e-07	Up
MAGOH	2.77063430472669e-11	-0.317362931270778	0.125	0.158	4.99102063653465e-07	Down
TMIGD2	2.82562014738393e-11	-0.66762082919127	0.024	0.041	5.0900721334974e-07	Down
SAMM50	2.83418458052489e-11	-0.623074084813191	0.04	0.06	5.10550010335754e-07	Down
ZNF660	2.84929802227145e-11	-0.739922856242693	0.022	0.038	5.1327254573198e-07	Down
CDC20	2.85124703287645e-11	-1.09178051285864	0.01	0.022	5.13623640502363e-07	Down
MSANTD3	2.87563293352823e-11	-0.815581809012361	0.018	0.033	5.18016516645776e-07	Down
MTF1	2.96230032722186e-11	0.6641152123066	0.065	0.044	5.33628780945746e-07	Up
BEND4	2.97260471151763e-11	-1.02431106714214	0.009	0.021	5.35485012732786e-07	Down
APOC2	2.98253544429726e-11	-0.570967937792011	0.047	0.068	5.37273934935709e-07	Down
RPS10P7	3.00174814990096e-11	-0.590716302842135	0.038	0.058	5.40734911723159e-07	Down
MICAL1	3.03732814691314e-11	0.532083338678908	0.105	0.079	5.47144292384932e-07	Up
ZCRB1	3.04347576860451e-11	-0.257444864411724	0.143	0.179	5.48251724956416e-07	Down
ABHD5	3.05751500703066e-11	0.725152437411253	0.052	0.033	5.50780753366503e-07	Up
GP1BB	3.09723692530223e-11	-1.35600183364288	0.006	0.016	5.57936259723943e-07	Down
CAPZB	3.15172051415993e-11	0.281176428813076	0.289	0.251	5.6775093342077e-07	Up
ORC1	3.15313075823008e-11	-0.913640065358567	0.016	0.03	5.68004974787567e-07	Down
PDIK1L	3.16267730527459e-11	-0.720398069670695	0.025	0.041	5.69724689772164e-07	Down
TICAM2	3.1799844210228e-11	1.40794790663017	0.016	0.006	5.72842393603048e-07	Up
PRPF31	3.2032556192728e-11	-0.590630822128758	0.034	0.053	5.77034467255803e-07	Down
FZD6	3.22550013915452e-11	-0.987257986637967	0.009	0.02	5.81041595067296e-07	Down
RFLNB	3.29623914766669e-11	0.395182263479151	0.238	0.204	5.93784520060678e-07	Up
VARS	3.30273056520092e-11	-0.714670475345256	0.026	0.044	5.94953884015294e-07	Down
GPRIN3	3.31943689025674e-11	0.898262362563186	0.035	0.019	5.9796336141085e-07	Up
NUDT1	3.35009945867036e-11	-0.398021704132048	0.074	0.101	6.03486916484879e-07	Down
ZNF320	3.39542006793807e-11	-0.558270362969848	0.04	0.06	6.11650971038364e-07	Down
U2AF2	3.40828042482482e-11	-0.408036101105652	0.076	0.103	6.13967635727943e-07	Down
HHEX	3.55164449457725e-11	-0.353024692458854	0.101	0.131	6.39793239253145e-07	Down
RNASET2	3.57457945276521e-11	0.332985848948945	0.276	0.239	6.43924742621124e-07	Up
CCNF	3.61816968396662e-11	-0.902560822062686	0.014	0.027	6.51777086869747e-07	Down
NNT	3.66166296431108e-11	-0.367734795108892	0.079	0.106	6.59611966390997e-07	Down
UBFD1	3.68490712626115e-11	-0.562392234698527	0.041	0.061	6.63799169724684e-07	Down
TMX3	3.69262699611649e-11	-0.366194932725228	0.09	0.119	6.65189827080424e-07	Down
TES	3.71237314731299e-11	0.3238516480014	0.193	0.158	6.68746898756963e-07	Up
CDC123	3.84473620783103e-11	-0.312483671625905	0.123	0.155	6.92590780478683e-07	Down
BCS1L	3.94141480471047e-11	-0.821152136433078	0.018	0.032	7.10006462920543e-07	Down
BCAP31	3.94460125038262e-11	-0.254214343405787	0.141	0.176	7.10580469243926e-07	Down
FAM98A	3.94482713215516e-11	-0.66762082919127	0.025	0.042	7.10621159586431e-07	Down
MCUR1	4.04593371487822e-11	-0.45946473702943	0.06	0.084	7.28834499398162e-07	Down
TSTD1	4.05434076241702e-11	-0.285133464329479	0.11	0.142	7.30348944941801e-07	Down
ITPRIPL1	4.1112440090974e-11	-1.84785492997255	0.002	0.01	7.40599495798805e-07	Down
GTF2H1	4.16902207803673e-11	-0.41658982123632	0.067	0.093	7.51007637137537e-07	Down
RIMKLB	4.18405469223095e-11	-0.411406536616564	0.047	0.069	7.53715612258483e-07	Down
GEMIN5	4.20106851949385e-11	-0.861900750633923	0.013	0.026	7.56780483101623e-07	Down
FAM117A	4.27022285972035e-11	-0.547950722310041	0.041	0.061	7.69237945950024e-07	Down
MYO5C	4.33757246314407e-11	-0.841330577232404	0.016	0.03	7.81370303510773e-07	Down
ELP2	4.38812104840379e-11	-0.435028942193486	0.055	0.079	7.90476125659458e-07	Down
LCP2	4.42514030529897e-11	0.446543646770579	0.123	0.095	7.97144774596557e-07	Up
GMCL1	4.47869253927272e-11	-0.474219802721987	0.064	0.089	8.06791674024587e-07	Down
FCER2	4.53310925327906e-11	1.58510447730356	0.014	0.005	8.1659430088569e-07	Up
SRI	4.55590503471450e-11	-0.277110533383526	0.126	0.159	8.20700732953471e-07	Down
